Nombre_remitente,Email_remitente,Nombre_destinatario,Email_destinatario,Asunto,Contenido,Fecha,Message-ID
Julia Cárdenas Baró,julia.cárdenas.baró@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso de más de 15 minutos sin ningún anuncio,"Tuve un problema durante el viaje y considero necesario notificarlo: un retraso de más de 15 minutos sin ningún anuncio. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Tuve que reorganizar citas y generar cambios de última hora. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Julia Cárdenas Baró Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-01-24 18:39,ebf565a9-66e8-42b0-acb4-d181a1de4f03
Rosalina Lamas Cerdá,rosalina.lamas.cerdá@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un andén sucio,"Quisiera explicar lo que ocurrió durante mi último viaje: un andén sucio. Esto generó bastante estrés ya que tenía compromisos importantes después. Esto provocó gastos adicionales que no debería haber tenido. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Rosalina Lamas Cerdá Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-12-15 08:38,cc93c3fb-6eec-453c-a253-7adaf449438b
Marisela Pelayo Clemente,marisela.pelayo.clemente@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,haber comprado un billete con fecha incorrecta,"He experimentado un inconveniente durante mi viaje que deseo compartir: haber comprado un billete con fecha incorrecta. El problema se agravó porque no había alternativas evidentes en ese momento. Como consecuencia, perdí mi conexión con otro transporte. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Marisela Pelayo Clemente Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-10-12 15:44,4c95bb12-c02c-4362-870e-3dd229e2f3ef
Amanda Rey Sanabria,amanda.rey.sanabria@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,normas de transporte de bicicletas poco claras,"Me gustaría relatarles una situación que me afectó bastante: normas de transporte de bicicletas poco claras. Esto generó bastante estrés ya que tenía compromisos importantes después. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Amanda Rey Sanabria Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-01-06 06:46,18f3b7c0-4540-4dbf-a693-2b492da9398b
Aureliano Salvà Perelló,aureliano.salvà.perelló@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,confusión sobre zonas tarifarias,"Me pongo en contacto porque he vivido una situación complicada: confusión sobre zonas tarifarias. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Aureliano Salvà Perelló Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-05-11 07:22,e6cdf08c-8565-49fb-accb-6ede1fe538e1
Ana Belén Ramos Baños,ana.belén.ramos.baños@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un objeto sospechoso en el tren,"Me pongo en contacto porque he vivido una situación complicada: un objeto sospechoso en el tren. La situación fue especialmente problemática porque afectó toda mi organización. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Ana Belén Ramos Baños Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-10-17 17:16,d4aa6d45-8f75-4f0b-b8fc-ee89d43608a9
Flavio Solsona Hidalgo,flavio.solsona.hidalgo@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,señalización confusa,"En mi último trayecto ocurrió algo que considero importante comunicar: señalización confusa. Fue un inconveniente serio porque no recibí información clara en ningún momento. Como consecuencia, perdí mi conexión con otro transporte. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Flavio Solsona Hidalgo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-12-10 18:03,f982757e-08f4-47a4-a652-c033a58ca46b
Elodia Santiago Bustamante,elodia.santiago.bustamante@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso de más de 15 minutos sin ningún anuncio,"Tuve un problema durante el viaje y considero necesario notificarlo: un retraso de más de 15 minutos sin ningún anuncio. Esto generó bastante estrés ya que tenía compromisos importantes después. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Elodia Santiago Bustamante Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-11-05 11:33,e06efebe-4c45-42b3-b636-eb977812aeca
Cristina Solís Reina,cristina.solís.reina@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,la rampa para silla de ruedas no estaba disponible,"Quisiera explicar lo que ocurrió durante mi último viaje: la rampa para silla de ruedas no estaba disponible. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Cristina Solís Reina Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-10-26 20:54,194d79c9-e8c3-47f2-8809-ed705544a5bc
María Belén Arteaga Torrents,maría.belén.arteaga.torrents@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,la cancelación del tren por un fallo mecánico,"Tuve un problema durante el viaje y considero necesario notificarlo: la cancelación del tren por un fallo mecánico. El problema se agravó porque no había alternativas evidentes en ese momento. Esto provocó gastos adicionales que no debería haber tenido. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
María Belén Arteaga Torrents Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-03-16 21:14,5f9bb2b6-7d4e-42b9-a746-49ae46e060d6
Ruy Lago Sastre,ruy.lago.sastre@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,mal olor persistente en el vagón,"En mi último trayecto ocurrió algo que considero importante comunicar: mal olor persistente en el vagón. Fue un inconveniente serio porque no recibí información clara en ningún momento. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Ruy Lago Sastre Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-12-18 15:05,f8455ebd-79ed-44d7-b6e5-273792380b5c
Concha Pazos Verdú,concha.pazos.verdú@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un vagón reservado que no formaba parte del tren,"En mi último trayecto ocurrió algo que considero importante comunicar: un vagón reservado que no formaba parte del tren. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. A causa de ello, llegué mucho más tarde de lo previsto. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Concha Pazos Verdú Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-04-05 08:16,c1b4dc9c-8e52-4355-9ece-d7db4fcc76ba
Wálter Comas Luís,wálter.comas.luís@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,aire acondicionado roto y demasiado calor,"Tuve un problema durante el viaje y considero necesario notificarlo: aire acondicionado roto y demasiado calor. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Tuve que reorganizar citas y generar cambios de última hora. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Wálter Comas Luís Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-01-17 12:01,6c50e005-1142-42ac-be54-fe0e977bef66
Lina Paz Font,lina.paz.font@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,trato poco amable por parte del personal de control,"En mi último trayecto ocurrió algo que considero importante comunicar: trato poco amable por parte del personal de control. Fue un inconveniente serio porque no recibí información clara en ningún momento. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Lina Paz Font Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-03-01 20:59,b1d202f3-4857-4f7a-a3e2-0724aa9ffb38
Arsenio de Alfaro,arsenio.de.alfaro@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,la cancelación del tren por condiciones meteorológicas,"Me gustaría relatarles una situación que me afectó bastante: la cancelación del tren por condiciones meteorológicas. Fue un inconveniente serio porque no recibí información clara en ningún momento. Tuve que reorganizar citas y generar cambios de última hora. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Arsenio de Alfaro Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-10-18 09:43,16fe3b57-5982-403e-877b-e8360418ccc1
Juanito Ros Fuente,juanito.ros.fuente@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,haber comprado un billete con fecha incorrecta,"Quisiera explicar lo que ocurrió durante mi último viaje: haber comprado un billete con fecha incorrecta. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Juanito Ros Fuente Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-02-08 09:59,eaf17567-d351-4ca8-b654-5ebc5bb1dad8
